feature,pca_energy_score
ppg_green_dx_kurtosis,0.1964361470441064
ppg_green_tke_std,0.19105121958579258
ppg_green_clearance_factor,0.1903995644126273
ppg_green_iqr,0.18725182768549584
ppg_green_p99,0.18653205407076434
ppg_green_p90_p10,0.18651920356080556
ppg_green_mad,0.1842169384777359
ppg_green_skew,0.18402121279098715
ppg_green_tke_p95_abs,0.182395400223086
ppg_green_shape_factor,0.17577237263728637
ppg_green_kurtosis,0.1753975985469145
ppg_green_ddx_kurtosis,0.17497358459105733
ppg_green_diff_mean_abs,0.1749042213751076
ppg_green_p95_p5,0.172460934885936
ppg_green_p90,0.15118960055876587
ppg_green_mean_cross_rate,0.12707186036969512
ppg_green_ddx_mean,0.12023637523768536
ppg_green_diff_mean,0.1183434861875718
